id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1204.003	Malicious Image	subtechnique	TA0002	T1204	IaaS,Containers	Adversaries may rely on a user running a malicious image to facilitate execution.	active	
T1204.004	Malicious Copy and Paste	subtechnique	TA0002	T1204	Linux,macOS,Windows	An adversary may rely upon a user copying and pasting code in order to gain execution.	active	
T1204.005	Malicious Library	subtechnique	TA0002	T1204	Linux,macOS,Windows	Adversaries may rely on a user installing a malicious library to facilitate execution.	active	
T1205	Traffic Signaling	technique	TA0003,TA0005,TA0011		Linux,macOS,Network Devices,Windows	Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control.	active	
T1205.001	Port Knocking	subtechnique	TA0003,TA0005,TA0011	T1205	Linux,macOS,Network Devices,Windows	Adversaries may use port knocking to hide open ports used for persistence or command and control.	active	
T1205.002	Socket Filters	subtechnique	TA0003,TA0005,TA0011	T1205	Linux,macOS,Windows	Adversaries may attach filters to a network socket to monitor then activate backdoors used for persistence or command and control.	active	
T1206	Sudo Caching	technique	TA0004		Linux,macOS	The sudo command "allows a system administrator to delegate authority to give certain users (or groups of users) the ability to run some (or all) commands as root or another user while providing an audit trail of the commands and their arguments." Since sudo was made for the system administrator,...	revoked	T1548.003
T1207	Rogue Domain Controller	technique	TA0112		Windows	Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data.	active	
T1208	Kerberoasting	technique	TA0006		Windows	Service principal names (SPNs) are used to uniquely identify each instance of a Windows service.	revoked	T1558.003
T1209	Time Providers	technique	TA0003		Windows	The Windows Time service (W32Time) enables time synchronization across and within domains.	revoked	T1547.003
T1210	Exploitation of Remote Services	technique	TA0008		Linux,Windows,macOS,ESXi	Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network.	active	
T1211	Exploitation for Stealth	technique	TA0005		Linux,Windows,macOS,SaaS,IaaS	Adversaries may exploit vulnerabilities to evade detection by hiding activity, suppressing logging, or operating within trusted or unmonitored components.	active	
T1212	Exploitation for Credential Access	technique	TA0006		Linux,Windows,macOS,Identity Provider	Adversaries may exploit software vulnerabilities in an attempt to collect credentials.	active	
T1213	Data from Information Repositories	technique	TA0009		Linux,Windows,macOS,SaaS,IaaS,Office Suite	Adversaries may leverage information repositories to mine valuable information.	active	
T1213.001	Confluence	subtechnique	TA0009	T1213	SaaS	Adversaries may leverage Confluence repositories to mine valuable information.	active	
T1213.002	Sharepoint	subtechnique	TA0009	T1213	Office Suite,Windows	Adversaries may leverage the SharePoint repository as a source to mine valuable information.	active	
T1213.003	Code Repositories	subtechnique	TA0009	T1213	SaaS	Adversaries may leverage code repositories to collect valuable information.	active	
T1213.004	Customer Relationship Management Software	subtechnique	TA0009	T1213	SaaS	Adversaries may leverage Customer Relationship Management (CRM) software to mine valuable information.	active	
T1213.005	Messaging Applications	subtechnique	TA0009	T1213	Office Suite,SaaS	Adversaries may leverage chat and messaging applications, such as Microsoft Teams, Google Chat, and Slack, to mine valuable information.	active	
T1213.006	Databases	subtechnique	TA0009	T1213	IaaS,Linux,macOS,SaaS,Windows	Adversaries may leverage databases to mine valuable information.	active	
T1214	Credentials in Registry	technique	TA0006		Windows	The Windows Registry stores configuration information that can be used by the system or other programs.	revoked	T1552.002
T1215	Kernel Modules and Extensions	technique	TA0003		Linux,macOS	Loadable Kernel Modules (or LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand.	revoked	T1547.006
T1216	System Script Proxy Execution	technique	TA0005		Windows	Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malicious files.	active	
T1216.001	PubPrn	subtechnique	TA0005	T1216	Windows	Adversaries may use PubPrn to proxy execution of malicious remote files.	active	
T1216.002	SyncAppvPublishingServer	subtechnique	TA0005	T1216	Windows	Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious PowerShell commands.	active	
T1217	Browser Information Discovery	technique	TA0007		Linux,macOS,Windows	Adversaries may enumerate information about browsers to learn more about compromised environments.	active	
T1218	System Binary Proxy Execution	technique	TA0005		Linux,macOS,Windows	Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries.	active	
T1218.001	Compiled HTML File	subtechnique	TA0005	T1218	Windows	Adversaries may abuse Compiled HTML files (.chm) to conceal malicious code.	active	
T1218.002	Control Panel	subtechnique	TA0005	T1218	Windows	Adversaries may abuse control.exe to proxy execution of malicious payloads.	active	
T1218.003	CMSTP	subtechnique	TA0005	T1218	Windows	Adversaries may abuse CMSTP to proxy execution of malicious code.	active	
T1218.004	InstallUtil	subtechnique	TA0005	T1218	Windows	Adversaries may use InstallUtil to proxy execution of code through a trusted Windows utility.	active	
T1218.005	Mshta	subtechnique	TA0005	T1218	Windows	Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript through a trusted Windows utility.	active	
T1218.007	Msiexec	subtechnique	TA0005	T1218	Windows	Adversaries may abuse msiexec.exe to proxy execution of malicious payloads.	active	
T1218.008	Odbcconf	subtechnique	TA0005	T1218	Windows	Adversaries may abuse odbcconf.exe to proxy execution of malicious payloads.	active	
T1218.009	Regsvcs/Regasm	subtechnique	TA0005	T1218	Windows	Adversaries may abuse Regsvcs and Regasm to proxy execution of code through a trusted Windows utility.	active	
T1218.010	Regsvr32	subtechnique	TA0005	T1218	Windows	Adversaries may abuse Regsvr32.exe to proxy execution of malicious code.	active	
T1218.011	Rundll32	subtechnique	TA0005	T1218	Windows	Adversaries may abuse rundll32.exe to proxy execution of malicious code.	active	
T1218.012	Verclsid	subtechnique	TA0005	T1218	Windows	Adversaries may abuse verclsid.exe to proxy execution of malicious code.	active	
T1218.013	Mavinject	subtechnique	TA0005	T1218	Windows	Adversaries may abuse mavinject.exe to proxy execution of malicious code.	active	
T1218.014	MMC	subtechnique	TA0005	T1218	Windows	Adversaries may abuse mmc.exe to proxy execution of malicious .msc files.	active	
T1218.015	Electron Applications	subtechnique	TA0005	T1218	Linux,macOS,Windows	Adversaries may abuse components of the Electron framework to execute malicious code.	active	
T1219	Remote Access Tools	technique	TA0011		Linux,macOS,Windows	An adversary may use legitimate remote access tools to establish an interactive command and control channel within a network.	active	
T1219.001	IDE Tunneling	subtechnique	TA0011	T1219	Linux,macOS,Windows	Adversaries may abuse Integrated Development Environment (IDE) software with remote development features to establish an interactive command and control channel on target systems within a network.	active	
T1219.002	Remote Desktop Software	subtechnique	TA0011	T1219	Linux,macOS,Windows	An adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks.	active	
T1219.003	Remote Access Hardware	subtechnique	TA0011	T1219	Linux,macOS,Windows	An adversary may use legitimate remote access hardware to establish an interactive command and control channel to target systems within networks.	active	
T1220	XSL Script Processing	technique	TA0005		Windows	Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files.	active	
T1221	Template Injection	technique	TA0005		Windows	Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts.	active	
T1222	File and Directory Permissions Modification	technique	TA0112		ESXi,Linux,macOS,Windows	Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files.	active	
T1222.001	Windows Permissions	subtechnique	TA0112	T1222	Windows	Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files.	active	
T1222.002	Linux and Mac Permissions	subtechnique	TA0112	T1222	Linux,macOS	Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files.	active	
